time,temp,logger,height
12/07/2022 09:50,35.1,upper 1A,upper
12/07/2022 10:00,33.4,upper 1A,upper
12/07/2022 10:10,35.8,upper 1A,upper
12/07/2022 10:20,35.9,upper 1A,upper
12/07/2022 10:30,35.8,upper 1A,upper
12/07/2022 10:40,33.8,upper 1A,upper
12/07/2022 10:50,33.7,upper 1A,upper
12/07/2022 11:00,33,upper 1A,upper
12/07/2022 11:10,33,upper 1A,upper
12/07/2022 11:20,33.3,upper 1A,upper
12/07/2022 11:30,26.5,upper 1A,upper
12/07/2022 11:40,22.8,upper 1A,upper
12/07/2022 11:50,24.6,upper 1A,upper
12/07/2022 12:00,20,upper 1A,upper
12/07/2022 12:10,16.5,upper 1A,upper
12/07/2022 12:20,16.1,upper 1A,upper
12/07/2022 12:30,15,upper 1A,upper
12/07/2022 12:40,14.8,upper 1A,upper
12/07/2022 12:50,14.7,upper 1A,upper
12/07/2022 13:00,14.5,upper 1A,upper
12/07/2022 13:10,14.5,upper 1A,upper
12/07/2022 13:20,14.4,upper 1A,upper
12/07/2022 13:30,14.3,upper 1A,upper
12/07/2022 13:40,14.3,upper 1A,upper
12/07/2022 13:50,14.5,upper 1A,upper
12/07/2022 14:00,14.7,upper 1A,upper
12/07/2022 14:10,14.7,upper 1A,upper
12/07/2022 14:20,14.8,upper 1A,upper
12/07/2022 14:30,14.7,upper 1A,upper
12/07/2022 14:40,14.9,upper 1A,upper
12/07/2022 14:50,15,upper 1A,upper
12/07/2022 15:00,17.8,upper 1A,upper
12/07/2022 15:10,17.4,upper 1A,upper
12/07/2022 15:20,20.4,upper 1A,upper
12/07/2022 15:30,22.8,upper 1A,upper
12/07/2022 15:40,22.7,upper 1A,upper
12/07/2022 15:50,22.9,upper 1A,upper
12/07/2022 16:00,25.9,upper 1A,upper
12/07/2022 16:10,25.3,upper 1A,upper
12/07/2022 16:20,27.9,upper 1A,upper
12/07/2022 16:30,29.2,upper 1A,upper
12/07/2022 16:40,30.7,upper 1A,upper
12/07/2022 16:50,33.4,upper 1A,upper
12/07/2022 17:00,33.7,upper 1A,upper
12/07/2022 17:10,31,upper 1A,upper
12/07/2022 17:20,29.4,upper 1A,upper
12/07/2022 17:30,28.6,upper 1A,upper
12/07/2022 17:40,31.1,upper 1A,upper
12/07/2022 17:50,27.3,upper 1A,upper
12/07/2022 18:00,26.9,upper 1A,upper
12/07/2022 18:10,27.2,upper 1A,upper
12/07/2022 18:20,27.5,upper 1A,upper
12/07/2022 18:30,26.9,upper 1A,upper
12/07/2022 18:40,26.6,upper 1A,upper
12/07/2022 18:50,26.4,upper 1A,upper
12/07/2022 19:00,24.7,upper 1A,upper
12/07/2022 19:10,24.1,upper 1A,upper
12/07/2022 19:20,24.1,upper 1A,upper
12/07/2022 19:30,23.8,upper 1A,upper
12/07/2022 19:40,23.1,upper 1A,upper
12/07/2022 19:50,22.5,upper 1A,upper
12/07/2022 20:00,21.4,upper 1A,upper
12/07/2022 20:10,21,upper 1A,upper
12/07/2022 20:20,20.6,upper 1A,upper
12/07/2022 20:30,20.8,upper 1A,upper
12/07/2022 20:40,20.9,upper 1A,upper
12/07/2022 20:50,20.9,upper 1A,upper
12/07/2022 21:00,21.1,upper 1A,upper
12/07/2022 21:10,20.6,upper 1A,upper
12/07/2022 21:20,20.6,upper 1A,upper
12/07/2022 21:30,20.2,upper 1A,upper
12/07/2022 21:40,19.9,upper 1A,upper
12/07/2022 21:50,19.6,upper 1A,upper
12/07/2022 22:00,19.7,upper 1A,upper
12/07/2022 22:10,21.3,upper 1A,upper
12/07/2022 22:20,20.6,upper 1A,upper
12/07/2022 22:30,19.9,upper 1A,upper
12/07/2022 22:40,19.4,upper 1A,upper
12/07/2022 22:50,19.1,upper 1A,upper
12/07/2022 23:00,20.6,upper 1A,upper
12/07/2022 23:10,24,upper 1A,upper
12/07/2022 23:20,25.1,upper 1A,upper
12/07/2022 23:30,24.7,upper 1A,upper
12/07/2022 23:40,22.2,upper 1A,upper
12/07/2022 23:50,19.4,upper 1A,upper
13/07/2022 00:00,18.3,upper 1A,upper
13/07/2022 00:10,17.1,upper 1A,upper
13/07/2022 00:20,15.1,upper 1A,upper
13/07/2022 00:30,14.6,upper 1A,upper
13/07/2022 00:40,14.2,upper 1A,upper
13/07/2022 00:50,14.2,upper 1A,upper
13/07/2022 01:00,14.1,upper 1A,upper
13/07/2022 01:10,14.2,upper 1A,upper
13/07/2022 01:20,14.1,upper 1A,upper
13/07/2022 01:30,14,upper 1A,upper
13/07/2022 01:40,14,upper 1A,upper
13/07/2022 01:50,14,upper 1A,upper
13/07/2022 02:00,14,upper 1A,upper
13/07/2022 02:10,14.1,upper 1A,upper
13/07/2022 02:20,14.2,upper 1A,upper
13/07/2022 02:30,14.2,upper 1A,upper
13/07/2022 02:40,14.1,upper 1A,upper
13/07/2022 02:50,14.2,upper 1A,upper
13/07/2022 03:00,14.2,upper 1A,upper
13/07/2022 03:10,14.2,upper 1A,upper
13/07/2022 03:20,14.2,upper 1A,upper
13/07/2022 03:30,14.3,upper 1A,upper
13/07/2022 03:40,14.3,upper 1A,upper
13/07/2022 03:50,14.3,upper 1A,upper
13/07/2022 04:00,14.1,upper 1A,upper
13/07/2022 04:10,14.3,upper 1A,upper
13/07/2022 04:20,14.3,upper 1A,upper
13/07/2022 04:30,15.1,upper 1A,upper
13/07/2022 04:40,15.2,upper 1A,upper
13/07/2022 04:50,15.2,upper 1A,upper
13/07/2022 05:00,15.1,upper 1A,upper
13/07/2022 05:10,15.4,upper 1A,upper
13/07/2022 05:20,15.3,upper 1A,upper
13/07/2022 05:30,15.8,upper 1A,upper
13/07/2022 05:40,15.5,upper 1A,upper
13/07/2022 05:50,16,upper 1A,upper
13/07/2022 06:00,16,upper 1A,upper
13/07/2022 06:10,16.4,upper 1A,upper
13/07/2022 06:20,17,upper 1A,upper
13/07/2022 06:30,17.3,upper 1A,upper
13/07/2022 06:40,18,upper 1A,upper
13/07/2022 06:50,18,upper 1A,upper
13/07/2022 07:00,18.2,upper 1A,upper
13/07/2022 07:10,18.3,upper 1A,upper
13/07/2022 07:20,18.9,upper 1A,upper
13/07/2022 07:30,19.2,upper 1A,upper
13/07/2022 07:40,21.4,upper 1A,upper
13/07/2022 07:50,22.6,upper 1A,upper
13/07/2022 08:00,23.1,upper 1A,upper
13/07/2022 08:10,23.1,upper 1A,upper
13/07/2022 08:20,23.3,upper 1A,upper
13/07/2022 08:30,24.2,upper 1A,upper
13/07/2022 08:40,24.6,upper 1A,upper
13/07/2022 08:50,25.7,upper 1A,upper
13/07/2022 09:00,26.7,upper 1A,upper
13/07/2022 09:10,27.8,upper 1A,upper
13/07/2022 09:20,28.6,upper 1A,upper
13/07/2022 09:30,29.1,upper 1A,upper
13/07/2022 09:40,30.4,upper 1A,upper
13/07/2022 09:50,30.9,upper 1A,upper
13/07/2022 10:00,31.2,upper 1A,upper
13/07/2022 10:10,32.4,upper 1A,upper
13/07/2022 10:20,33.4,upper 1A,upper
13/07/2022 10:30,33.9,upper 1A,upper
13/07/2022 10:40,34.3,upper 1A,upper
13/07/2022 10:50,34.8,upper 1A,upper
13/07/2022 11:00,36.2,upper 1A,upper
13/07/2022 11:10,36.4,upper 1A,upper
13/07/2022 11:20,36.1,upper 1A,upper
13/07/2022 11:30,33.1,upper 1A,upper
13/07/2022 11:40,35.5,upper 1A,upper
13/07/2022 11:50,21.4,upper 1A,upper
13/07/2022 12:00,19.7,upper 1A,upper
13/07/2022 12:10,21.4,upper 1A,upper
13/07/2022 12:20,17.6,upper 1A,upper
13/07/2022 12:30,16,upper 1A,upper
13/07/2022 12:40,17.9,upper 1A,upper
13/07/2022 12:50,15.7,upper 1A,upper
13/07/2022 13:00,15.5,upper 1A,upper
13/07/2022 13:10,15,upper 1A,upper
13/07/2022 13:20,15.1,upper 1A,upper
13/07/2022 13:30,15.1,upper 1A,upper
13/07/2022 13:40,15.1,upper 1A,upper
13/07/2022 13:50,15,upper 1A,upper
13/07/2022 14:00,15,upper 1A,upper
13/07/2022 14:10,14.9,upper 1A,upper
13/07/2022 14:20,14.6,upper 1A,upper
13/07/2022 14:30,14.7,upper 1A,upper
13/07/2022 14:40,15,upper 1A,upper
13/07/2022 14:50,15,upper 1A,upper
13/07/2022 15:00,15.3,upper 1A,upper
13/07/2022 15:10,15.2,upper 1A,upper
13/07/2022 15:20,15.6,upper 1A,upper
13/07/2022 15:30,15.6,upper 1A,upper
13/07/2022 15:40,15.7,upper 1A,upper
13/07/2022 15:50,16,upper 1A,upper
13/07/2022 16:00,16.1,upper 1A,upper
13/07/2022 16:10,15.8,upper 1A,upper
13/07/2022 16:20,17.7,upper 1A,upper
13/07/2022 16:30,18.3,upper 1A,upper
13/07/2022 16:40,18.4,upper 1A,upper
13/07/2022 16:50,19,upper 1A,upper
13/07/2022 17:00,18.7,upper 1A,upper
13/07/2022 17:10,19.4,upper 1A,upper
13/07/2022 17:20,18.8,upper 1A,upper
13/07/2022 17:30,19.5,upper 1A,upper
13/07/2022 17:40,20.8,upper 1A,upper
13/07/2022 17:50,23.4,upper 1A,upper
13/07/2022 18:00,23.9,upper 1A,upper
13/07/2022 18:10,22.2,upper 1A,upper
13/07/2022 18:20,22.7,upper 1A,upper
13/07/2022 18:30,23.4,upper 1A,upper
13/07/2022 18:40,23,upper 1A,upper
13/07/2022 18:50,21.3,upper 1A,upper
13/07/2022 19:00,20.9,upper 1A,upper
13/07/2022 19:10,20.5,upper 1A,upper
13/07/2022 19:20,20.2,upper 1A,upper
13/07/2022 19:30,19.5,upper 1A,upper
13/07/2022 19:40,20,upper 1A,upper
13/07/2022 19:50,20,upper 1A,upper
13/07/2022 20:00,19.1,upper 1A,upper
13/07/2022 20:10,19.3,upper 1A,upper
13/07/2022 20:20,19,upper 1A,upper
13/07/2022 20:30,18.9,upper 1A,upper
13/07/2022 20:40,20.3,upper 1A,upper
13/07/2022 20:50,20.5,upper 1A,upper
13/07/2022 21:00,23.4,upper 1A,upper
13/07/2022 21:10,25,upper 1A,upper
13/07/2022 21:20,25.8,upper 1A,upper
13/07/2022 21:30,26.4,upper 1A,upper
13/07/2022 21:40,26.8,upper 1A,upper
13/07/2022 21:50,27.1,upper 1A,upper
13/07/2022 22:00,27.6,upper 1A,upper
13/07/2022 22:10,28.4,upper 1A,upper
13/07/2022 22:20,28.9,upper 1A,upper
13/07/2022 22:30,29.5,upper 1A,upper
13/07/2022 22:40,29.4,upper 1A,upper
13/07/2022 22:50,29.3,upper 1A,upper
13/07/2022 23:00,29,upper 1A,upper
13/07/2022 23:10,29.2,upper 1A,upper
13/07/2022 23:20,29.6,upper 1A,upper
13/07/2022 23:30,29.6,upper 1A,upper
13/07/2022 23:40,29.6,upper 1A,upper
13/07/2022 23:50,29.9,upper 1A,upper
14/07/2022 00:00,29.8,upper 1A,upper
14/07/2022 00:10,29.7,upper 1A,upper
14/07/2022 00:20,29.7,upper 1A,upper
14/07/2022 00:30,25,upper 1A,upper
14/07/2022 00:40,22.7,upper 1A,upper
14/07/2022 00:50,20.5,upper 1A,upper
14/07/2022 01:00,18.9,upper 1A,upper
14/07/2022 01:10,16.6,upper 1A,upper
14/07/2022 01:20,15.7,upper 1A,upper
14/07/2022 01:30,14.6,upper 1A,upper
14/07/2022 01:40,14.3,upper 1A,upper
14/07/2022 01:50,14,upper 1A,upper
14/07/2022 02:00,13.9,upper 1A,upper
14/07/2022 02:10,13.8,upper 1A,upper
14/07/2022 02:20,13.8,upper 1A,upper
14/07/2022 02:30,13.8,upper 1A,upper
14/07/2022 02:40,13.6,upper 1A,upper
14/07/2022 02:50,13.6,upper 1A,upper
14/07/2022 03:00,13.6,upper 1A,upper
14/07/2022 03:10,13.6,upper 1A,upper
14/07/2022 03:20,13.5,upper 1A,upper
14/07/2022 03:30,13.5,upper 1A,upper
14/07/2022 03:40,13.4,upper 1A,upper
14/07/2022 03:50,13.4,upper 1A,upper
14/07/2022 04:00,13.4,upper 1A,upper
14/07/2022 04:10,13.4,upper 1A,upper
14/07/2022 04:20,13.5,upper 1A,upper
14/07/2022 04:30,13.5,upper 1A,upper
14/07/2022 04:40,14.3,upper 1A,upper
14/07/2022 04:50,14.1,upper 1A,upper
14/07/2022 05:00,15.4,upper 1A,upper
14/07/2022 05:10,14.7,upper 1A,upper
14/07/2022 05:20,14.6,upper 1A,upper
14/07/2022 05:30,15.3,upper 1A,upper
14/07/2022 05:40,17.9,upper 1A,upper
14/07/2022 05:50,20.7,upper 1A,upper
14/07/2022 06:00,20,upper 1A,upper
14/07/2022 06:10,20.7,upper 1A,upper
14/07/2022 06:20,20.7,upper 1A,upper
14/07/2022 06:30,20.6,upper 1A,upper
14/07/2022 06:40,21,upper 1A,upper
14/07/2022 06:50,21.4,upper 1A,upper
14/07/2022 07:00,21.7,upper 1A,upper
14/07/2022 07:10,22.6,upper 1A,upper
14/07/2022 07:20,21.7,upper 1A,upper
14/07/2022 07:30,21.6,upper 1A,upper
14/07/2022 07:40,24.1,upper 1A,upper
14/07/2022 07:50,25.1,upper 1A,upper
14/07/2022 08:00,26.1,upper 1A,upper
14/07/2022 08:10,26.8,upper 1A,upper
14/07/2022 08:20,27.1,upper 1A,upper
14/07/2022 08:30,29.7,upper 1A,upper
14/07/2022 08:40,30.6,upper 1A,upper
14/07/2022 08:50,31.2,upper 1A,upper
14/07/2022 09:00,31.5,upper 1A,upper
14/07/2022 09:10,32.2,upper 1A,upper
14/07/2022 09:20,32.2,upper 1A,upper
14/07/2022 09:30,32.2,upper 1A,upper
14/07/2022 09:40,33.4,upper 1A,upper
14/07/2022 09:50,33.5,upper 1A,upper
14/07/2022 10:00,33.6,upper 1A,upper
14/07/2022 10:10,33.1,upper 1A,upper
14/07/2022 10:20,34.2,upper 1A,upper
14/07/2022 10:30,37.3,upper 1A,upper
14/07/2022 10:40,33.4,upper 1A,upper
14/07/2022 10:50,35.7,upper 1A,upper
14/07/2022 11:00,38.7,upper 1A,upper
14/07/2022 11:10,37.7,upper 1A,upper
14/07/2022 11:20,35.8,upper 1A,upper
14/07/2022 11:30,33.9,upper 1A,upper
14/07/2022 11:40,33.3,upper 1A,upper
14/07/2022 11:50,35.1,upper 1A,upper
14/07/2022 12:00,39.4,upper 1A,upper
14/07/2022 12:10,39.3,upper 1A,upper
14/07/2022 12:20,43.6,upper 1A,upper
14/07/2022 12:30,43.6,upper 1A,upper
14/07/2022 12:40,39.4,upper 1A,upper
14/07/2022 12:50,26.9,upper 1A,upper
14/07/2022 13:00,21.5,upper 1A,upper
14/07/2022 13:10,19.5,upper 1A,upper
14/07/2022 13:20,16.8,upper 1A,upper
14/07/2022 13:30,16.2,upper 1A,upper
14/07/2022 13:40,15.5,upper 1A,upper
14/07/2022 13:50,15.4,upper 1A,upper
14/07/2022 14:00,15.1,upper 1A,upper
14/07/2022 14:10,15.2,upper 1A,upper
14/07/2022 14:20,14.9,upper 1A,upper
14/07/2022 14:30,14.8,upper 1A,upper
14/07/2022 14:40,14.9,upper 1A,upper
14/07/2022 14:50,14.9,upper 1A,upper
14/07/2022 15:00,14.9,upper 1A,upper
14/07/2022 15:10,14.8,upper 1A,upper
14/07/2022 15:20,14.7,upper 1A,upper
14/07/2022 15:30,14.7,upper 1A,upper
14/07/2022 15:40,14.8,upper 1A,upper
14/07/2022 15:50,14.7,upper 1A,upper
14/07/2022 16:00,14.8,upper 1A,upper
14/07/2022 16:10,15.7,upper 1A,upper
14/07/2022 16:20,15.8,upper 1A,upper
14/07/2022 16:30,16,upper 1A,upper
14/07/2022 16:40,16.1,upper 1A,upper
14/07/2022 16:50,16.2,upper 1A,upper
14/07/2022 17:00,16.3,upper 1A,upper
14/07/2022 17:10,16.5,upper 1A,upper
14/07/2022 17:20,16.6,upper 1A,upper
14/07/2022 17:30,17.5,upper 1A,upper
14/07/2022 17:40,17.7,upper 1A,upper
14/07/2022 17:50,18.4,upper 1A,upper
14/07/2022 18:00,20.1,upper 1A,upper
14/07/2022 18:10,20.9,upper 1A,upper
14/07/2022 18:20,24.2,upper 1A,upper
14/07/2022 18:30,25.6,upper 1A,upper
14/07/2022 18:40,26.3,upper 1A,upper
14/07/2022 18:50,27.2,upper 1A,upper
14/07/2022 19:00,28,upper 1A,upper
14/07/2022 19:10,28.3,upper 1A,upper
14/07/2022 19:20,25.9,upper 1A,upper
14/07/2022 19:30,23.4,upper 1A,upper
14/07/2022 19:40,22.4,upper 1A,upper
14/07/2022 19:50,22.1,upper 1A,upper
14/07/2022 20:00,21.2,upper 1A,upper
14/07/2022 20:10,20.8,upper 1A,upper
14/07/2022 20:20,20.4,upper 1A,upper
14/07/2022 20:30,22.4,upper 1A,upper
14/07/2022 20:40,23.6,upper 1A,upper
14/07/2022 20:50,24.1,upper 1A,upper
14/07/2022 21:00,24.4,upper 1A,upper
14/07/2022 21:10,23.9,upper 1A,upper
14/07/2022 21:20,23.3,upper 1A,upper
14/07/2022 21:30,23.6,upper 1A,upper
14/07/2022 21:40,24,upper 1A,upper
14/07/2022 21:50,24.1,upper 1A,upper
14/07/2022 22:00,24.6,upper 1A,upper
14/07/2022 22:10,24.3,upper 1A,upper
14/07/2022 22:20,24.3,upper 1A,upper
14/07/2022 22:30,24.7,upper 1A,upper
14/07/2022 22:40,25.6,upper 1A,upper
14/07/2022 22:50,26.2,upper 1A,upper
14/07/2022 23:00,26,upper 1A,upper
14/07/2022 23:10,26.4,upper 1A,upper
14/07/2022 23:20,27.5,upper 1A,upper
14/07/2022 23:30,27.4,upper 1A,upper
14/07/2022 23:40,27.2,upper 1A,upper
14/07/2022 23:50,27.2,upper 1A,upper
15/07/2022 00:00,27.4,upper 1A,upper
15/07/2022 00:10,27.4,upper 1A,upper
15/07/2022 00:20,25.9,upper 1A,upper
15/07/2022 00:30,24.5,upper 1A,upper
15/07/2022 00:40,23.9,upper 1A,upper
15/07/2022 00:50,21.9,upper 1A,upper
15/07/2022 01:00,21.7,upper 1A,upper
15/07/2022 01:10,21.3,upper 1A,upper
15/07/2022 01:20,20.9,upper 1A,upper
15/07/2022 01:30,20.7,upper 1A,upper
15/07/2022 01:40,18.7,upper 1A,upper
15/07/2022 01:50,17.4,upper 1A,upper
15/07/2022 02:00,15.5,upper 1A,upper
15/07/2022 02:10,14.8,upper 1A,upper
15/07/2022 02:20,14.4,upper 1A,upper
15/07/2022 02:30,14.2,upper 1A,upper
15/07/2022 02:40,14.3,upper 1A,upper
15/07/2022 02:50,14.1,upper 1A,upper
15/07/2022 03:00,14.1,upper 1A,upper
15/07/2022 03:10,14.1,upper 1A,upper
15/07/2022 03:20,14.1,upper 1A,upper
15/07/2022 03:30,14.1,upper 1A,upper
15/07/2022 03:40,14.1,upper 1A,upper
15/07/2022 03:50,14.1,upper 1A,upper
15/07/2022 04:00,14.1,upper 1A,upper
15/07/2022 04:10,14,upper 1A,upper
15/07/2022 04:20,14,upper 1A,upper
15/07/2022 04:30,14,upper 1A,upper
15/07/2022 04:40,14,upper 1A,upper
15/07/2022 04:50,14.2,upper 1A,upper
15/07/2022 05:00,14.3,upper 1A,upper
15/07/2022 05:10,14.1,upper 1A,upper
15/07/2022 05:20,14.4,upper 1A,upper
15/07/2022 05:30,14.7,upper 1A,upper
15/07/2022 05:40,15.4,upper 1A,upper
15/07/2022 05:50,15.4,upper 1A,upper
15/07/2022 06:00,16.1,upper 1A,upper
15/07/2022 06:10,16.7,upper 1A,upper
15/07/2022 06:20,17,upper 1A,upper
15/07/2022 06:30,17.7,upper 1A,upper
15/07/2022 06:40,18,upper 1A,upper
15/07/2022 06:50,17.8,upper 1A,upper
15/07/2022 07:00,17.8,upper 1A,upper
15/07/2022 07:10,17.9,upper 1A,upper
15/07/2022 07:20,18.1,upper 1A,upper
15/07/2022 07:30,18.6,upper 1A,upper
15/07/2022 07:40,20,upper 1A,upper
15/07/2022 07:50,21.7,upper 1A,upper
15/07/2022 08:00,22.6,upper 1A,upper
15/07/2022 08:10,23.3,upper 1A,upper
15/07/2022 08:20,24,upper 1A,upper
15/07/2022 08:30,24.3,upper 1A,upper
15/07/2022 08:40,25.2,upper 1A,upper
15/07/2022 08:50,25.8,upper 1A,upper
15/07/2022 09:00,26.6,upper 1A,upper
15/07/2022 09:10,27.6,upper 1A,upper
15/07/2022 09:20,28.6,upper 1A,upper
15/07/2022 09:30,29.4,upper 1A,upper
15/07/2022 09:40,31.2,upper 1A,upper
15/07/2022 09:50,32.8,upper 1A,upper
15/07/2022 10:00,33.6,upper 1A,upper
15/07/2022 10:10,31.8,upper 1A,upper
15/07/2022 10:20,34.7,upper 1A,upper
15/07/2022 10:30,35.4,upper 1A,upper
15/07/2022 10:40,35.4,upper 1A,upper
15/07/2022 10:50,35.6,upper 1A,upper
15/07/2022 11:00,37.2,upper 1A,upper
15/07/2022 11:10,34.2,upper 1A,upper
15/07/2022 11:20,35,upper 1A,upper
15/07/2022 11:30,35.1,upper 1A,upper
15/07/2022 11:40,37.6,upper 1A,upper
15/07/2022 11:50,37.7,upper 1A,upper
15/07/2022 12:00,36.4,upper 1A,upper
15/07/2022 12:10,37.4,upper 1A,upper
15/07/2022 12:20,37.3,upper 1A,upper
15/07/2022 12:30,37.1,upper 1A,upper
15/07/2022 12:40,37.1,upper 1A,upper
15/07/2022 12:50,36.6,upper 1A,upper
15/07/2022 13:00,37.2,upper 1A,upper
15/07/2022 13:10,38.7,upper 1A,upper
15/07/2022 13:20,39.6,upper 1A,upper
15/07/2022 13:30,38.4,upper 1A,upper
15/07/2022 13:40,35.8,upper 1A,upper
15/07/2022 13:50,28.5,upper 1A,upper
15/07/2022 14:00,23,upper 1A,upper
15/07/2022 14:10,18.6,upper 1A,upper
15/07/2022 14:20,17.2,upper 1A,upper
15/07/2022 14:30,16.9,upper 1A,upper
15/07/2022 14:40,16.7,upper 1A,upper
15/07/2022 14:50,16.6,upper 1A,upper
15/07/2022 15:00,16.6,upper 1A,upper
15/07/2022 15:10,16.6,upper 1A,upper
15/07/2022 15:20,16.6,upper 1A,upper
15/07/2022 15:30,16.6,upper 1A,upper
15/07/2022 15:40,16.6,upper 1A,upper
15/07/2022 15:50,16.6,upper 1A,upper
15/07/2022 16:00,16.6,upper 1A,upper
15/07/2022 16:10,16.7,upper 1A,upper
15/07/2022 16:20,16.7,upper 1A,upper
15/07/2022 16:30,16.7,upper 1A,upper
15/07/2022 16:40,16.7,upper 1A,upper
15/07/2022 16:50,16.7,upper 1A,upper
15/07/2022 17:00,16.7,upper 1A,upper
15/07/2022 17:10,16.7,upper 1A,upper
15/07/2022 17:20,16.7,upper 1A,upper
15/07/2022 17:30,16.7,upper 1A,upper
15/07/2022 17:40,16.7,upper 1A,upper
15/07/2022 17:50,16.9,upper 1A,upper
15/07/2022 18:00,17.2,upper 1A,upper
15/07/2022 18:10,17.2,upper 1A,upper
15/07/2022 18:20,17.7,upper 1A,upper
15/07/2022 18:30,18.5,upper 1A,upper
15/07/2022 18:40,18.3,upper 1A,upper
15/07/2022 18:50,18.8,upper 1A,upper
15/07/2022 19:00,18.9,upper 1A,upper
15/07/2022 19:10,19,upper 1A,upper
15/07/2022 19:20,19,upper 1A,upper
15/07/2022 19:30,18.9,upper 1A,upper
15/07/2022 19:40,18.7,upper 1A,upper
15/07/2022 19:50,18.6,upper 1A,upper
15/07/2022 20:00,18.5,upper 1A,upper
15/07/2022 20:10,18.4,upper 1A,upper
15/07/2022 20:20,18.3,upper 1A,upper
15/07/2022 20:30,18.3,upper 1A,upper
15/07/2022 20:40,18.2,upper 1A,upper
15/07/2022 20:50,17.9,upper 1A,upper
15/07/2022 21:00,17.6,upper 1A,upper
15/07/2022 21:10,17.4,upper 1A,upper
15/07/2022 21:20,17.4,upper 1A,upper
15/07/2022 21:30,17.2,upper 1A,upper
15/07/2022 21:40,17.2,upper 1A,upper
15/07/2022 21:50,16.9,upper 1A,upper
15/07/2022 22:00,16.6,upper 1A,upper
15/07/2022 22:10,16.9,upper 1A,upper
15/07/2022 22:20,17,upper 1A,upper
15/07/2022 22:30,16.9,upper 1A,upper
15/07/2022 22:40,17,upper 1A,upper
15/07/2022 22:50,16.7,upper 1A,upper
15/07/2022 23:00,16.5,upper 1A,upper
15/07/2022 23:10,16.4,upper 1A,upper
15/07/2022 23:20,16.3,upper 1A,upper
15/07/2022 23:30,16.1,upper 1A,upper
15/07/2022 23:40,16.2,upper 1A,upper
15/07/2022 23:50,16.1,upper 1A,upper
16/07/2022 00:00,16.2,upper 1A,upper
16/07/2022 00:10,15.9,upper 1A,upper
16/07/2022 00:20,15.8,upper 1A,upper
16/07/2022 00:30,15.9,upper 1A,upper
16/07/2022 00:40,15.8,upper 1A,upper
16/07/2022 00:50,15.9,upper 1A,upper
16/07/2022 01:00,15.7,upper 1A,upper
16/07/2022 01:10,15.7,upper 1A,upper
16/07/2022 01:20,15.7,upper 1A,upper
16/07/2022 01:30,15.6,upper 1A,upper
16/07/2022 01:40,15.8,upper 1A,upper
16/07/2022 01:50,15.6,upper 1A,upper
16/07/2022 02:00,15.6,upper 1A,upper
16/07/2022 02:10,15.5,upper 1A,upper
16/07/2022 02:20,15.7,upper 1A,upper
16/07/2022 02:30,15.6,upper 1A,upper
16/07/2022 02:40,15.7,upper 1A,upper
16/07/2022 02:50,15.7,upper 1A,upper
16/07/2022 03:00,16.2,upper 1A,upper
16/07/2022 03:10,16.3,upper 1A,upper
16/07/2022 03:20,16.6,upper 1A,upper
16/07/2022 03:30,16.7,upper 1A,upper
16/07/2022 03:40,16.8,upper 1A,upper
16/07/2022 03:50,16.7,upper 1A,upper
16/07/2022 04:00,16.6,upper 1A,upper
16/07/2022 04:10,16.7,upper 1A,upper
16/07/2022 04:20,16.7,upper 1A,upper
16/07/2022 04:30,16.7,upper 1A,upper
16/07/2022 04:40,16.7,upper 1A,upper
16/07/2022 04:50,16.7,upper 1A,upper
16/07/2022 05:00,16.7,upper 1A,upper
16/07/2022 05:10,16.7,upper 1A,upper
16/07/2022 05:20,16.7,upper 1A,upper
16/07/2022 05:30,16.7,upper 1A,upper
16/07/2022 05:40,16.7,upper 1A,upper
16/07/2022 05:50,16.6,upper 1A,upper
16/07/2022 06:00,16.7,upper 1A,upper
16/07/2022 06:10,16.7,upper 1A,upper
16/07/2022 06:20,16.8,upper 1A,upper
16/07/2022 06:30,17.1,upper 1A,upper
16/07/2022 06:40,17.3,upper 1A,upper
16/07/2022 06:50,17.6,upper 1A,upper
16/07/2022 07:00,17.9,upper 1A,upper
16/07/2022 07:10,18.3,upper 1A,upper
16/07/2022 07:20,18.8,upper 1A,upper
16/07/2022 07:30,18.9,upper 1A,upper
16/07/2022 07:40,19,upper 1A,upper
16/07/2022 07:50,19.4,upper 1A,upper
16/07/2022 08:00,19.6,upper 1A,upper
16/07/2022 08:10,20.3,upper 1A,upper
16/07/2022 08:20,20.8,upper 1A,upper
16/07/2022 08:30,21.3,upper 1A,upper
16/07/2022 08:40,22.1,upper 1A,upper
16/07/2022 08:50,22.2,upper 1A,upper
16/07/2022 09:00,22.3,upper 1A,upper
16/07/2022 09:10,22.6,upper 1A,upper
16/07/2022 09:20,22.8,upper 1A,upper
16/07/2022 09:30,22.7,upper 1A,upper
16/07/2022 09:40,23.6,upper 1A,upper
16/07/2022 09:50,24.1,upper 1A,upper
16/07/2022 10:00,25,upper 1A,upper
16/07/2022 10:10,25.7,upper 1A,upper
16/07/2022 10:20,25.4,upper 1A,upper
16/07/2022 10:30,24.7,upper 1A,upper
16/07/2022 10:40,25,upper 1A,upper
16/07/2022 10:50,27.1,upper 1A,upper
16/07/2022 11:00,27,upper 1A,upper
16/07/2022 11:10,27.7,upper 1A,upper
16/07/2022 11:20,28.5,upper 1A,upper
16/07/2022 11:30,28.6,upper 1A,upper
