temp,heart_rate,sd_hz,batch,population,size,snail_id,confidence
24.1,41.36148212,0.036944666,2,mRB,6.2,2_32_mRB,Good
26.4,40.71335363,0.101345279,2,mRB,6.2,2_32_mRB,Good
28.5,40.76433121,0.072482526,2,mRB,6.2,2_32_mRB,Good
30.3,49.5483871,0.047548859,2,mRB,6.2,2_32_mRB,Good
32.3,49.23076923,0.094277001,2,mRB,6.2,2_32_mRB,Good
34.7,56.50684932,0.069573524,2,mRB,6.2,2_32_mRB,Good
36,60.38379531,0.047923185,2,mRB,6.2,2_32_mRB,Good
38,86.88245315,0.180286053,2,mRB,6.2,2_32_mRB,Good
40.4,106.4773736,0.042530718,2,mRB,6.2,2_32_mRB,Good
19.9,55.47945205,0.120562709,2,SU,5.3,2_33_SU,Good
22.5,57.93103448,0.069011147,2,SU,5.3,2_33_SU,Good
24.1,62.3775032,0.063892888,2,SU,5.3,2_33_SU,Good
26.4,63.44943349,0.058777842,2,SU,5.3,2_33_SU,Good
28.5,69.77340744,0.147147593,2,SU,5.3,2_33_SU,Good
30.3,74.58492976,0.232753081,2,SU,5.3,2_33_SU,Good
32.3,77.1900127,0.189847378,2,SU,5.3,2_33_SU,Good
34.7,75.12864494,0.247961451,2,SU,5.3,2_33_SU,Good
36,83.0059778,0.221926263,2,SU,5.3,2_33_SU,Good
38,99.31740614,0.369360845,2,SU,5.3,2_33_SU,Good
40.4,115.2,0.420621948,2,SU,5.3,2_33_SU,Good
19.9,45.28301887,0.262019528,2,uRB,5.9,2_34_uRB,Good
22.5,44.84076433,0.17477101,2,uRB,5.9,2_34_uRB,Good
24.1,43.74735057,0.06354024,2,uRB,5.9,2_34_uRB,Good
26.4,41.01665206,0.071317307,2,uRB,5.9,2_34_uRB,Good
28.5,43.29896907,0.048726321,2,uRB,5.9,2_34_uRB,Good
30.3,43.31757628,0.041093157,2,uRB,5.9,2_34_uRB,Good
32.3,46.33204633,0.121135764,2,uRB,5.9,2_34_uRB,Good
34.7,55.50321199,0.044014448,2,uRB,5.9,2_34_uRB,Good
36,62.81131279,0.10395606,2,uRB,5.9,2_34_uRB,Good
38,84.26395939,0.11303443,2,uRB,5.9,2_34_uRB,Good
40.4,100.2785515,0.07776723,2,uRB,5.9,2_34_uRB,Good
19.9,43.69310793,0.036864365,2,mRB,5.7,2_35_mRB,Good
22.5,38.72611465,0.031209057,2,mRB,5.7,2_35_mRB,Good
24.1,35.47826087,0.017152235,2,mRB,5.7,2_35_mRB,Good
26.4,37.22533391,0.025398671,2,mRB,5.7,2_35_mRB,Good
28.5,39.10806175,0.025198641,2,mRB,5.7,2_35_mRB,Good
30.3,56.02716469,0.044169369,2,mRB,5.7,2_35_mRB,Good
32.3,55.43199316,0.037273925,2,mRB,5.7,2_35_mRB,Good
34.7,70.40816327,0.051190492,2,mRB,5.7,2_35_mRB,Good
36,69.81450253,0.046962276,2,mRB,5.7,2_35_mRB,Good
38,83.83838384,0.048416122,2,mRB,5.7,2_35_mRB,Good
40.4,92.97297297,0.065842539,2,mRB,5.7,2_35_mRB,Good
19.9,60.70826307,0.087054714,2,SU,5.5,2_36_SU,Good
22.5,61.38107417,0.046680021,2,SU,5.5,2_36_SU,Good
24.1,63.07757524,0.034798045,2,SU,5.5,2_36_SU,Good
26.4,60.12958963,0.0256565,2,SU,5.5,2_36_SU,Good
28.5,63.37308348,0.02579833,2,SU,5.5,2_36_SU,Good
30.3,90.70063694,0.044419989,2,SU,5.5,2_36_SU,Good
32.3,92.66016122,0.035655418,2,SU,5.5,2_36_SU,Good
34.7,107.2964994,0.051173991,2,SU,5.5,2_36_SU,Good
36,118.7919463,0.085804985,2,SU,5.5,2_36_SU,Good
38,125.1471825,0.218070267,2,SU,5.5,2_36_SU,Good
40.4,49.25373134,0.151739669,2,SU,5.5,2_36_SU,Good
